Paragraph	Hovedområde	Aktivitetsområde	Hovedkonto	Underkonto	Standardkonto	R 2015	B 2016	F 2017	BO 1 2018	BO 2 2019	BO 3 2020
Uddannelses- og Forskningsministeriet	Tværgående aktiviteter og udvikling	Tværgående bevillinger	Studenterrådgivningen	Almindelig virksomhed	Fri egenkapital (budget. af årets resultat)	-0.1	0.0	0.0	0.0	0.0	0.0
Uddannelses- og Forskningsministeriet	Tværgående aktiviteter og udvikling	Tværgående bevillinger	It-opgaver mv.	It- og statistikopgaver	Andre ordinære driftsomkostninger	7.9	0.0	0.0	0.0	0.0	0.0
Uddannelses- og Forskningsministeriet	Tværgående aktiviteter og udvikling	Tværgående bevillinger	It-opgaver mv.	It- og statistikopgaver	Tilskud til anden virks. og invest.tilskud	0.0	13.8	21.5	21.1	19.8	19.4
Uddannelses- og Forskningsministeriet	Tværgående aktiviteter og udvikling	Tværgående bevillinger	Tilskud til Danmarks Evalueringsinstitut	Almindelig virksomhed	Lønninger / personaleomkostninger	0.0	5.6	5.6	5.5	5.4	5.3
Uddannelses- og Forskningsministeriet	Tværgående aktiviteter og udvikling	Tværgående bevillinger	Tilskud til Danmarks Evalueringsinstitut	Almindelig virksomhed	Andre ordinære driftsomkostninger	0.0	1.0	1.0	1.0	1.0	1.0
Uddannelses- og Forskningsministeriet	Tværgående aktiviteter og udvikling	Tværgående bevillinger	Vejledningsaktiviteter mv.	Almindelig virksomhed	Andre ordinære driftsomkostninger	43.0	44.8	43.9	42.5	41.5	40.7
Uddannelses- og Forskningsministeriet	Tværgående aktiviteter og udvikling	Tværgående bevillinger	Vejledningsaktiviteter mv.	Almindelig virksomhed	Tilskud til anden virks. og invest.tilskud	0.1	-0.9	0.0	0.0	0.0	0.0
Uddannelses- og Forskningsministeriet	Tværgående aktiviteter og udvikling	Tværgående bevillinger	Lokaleforsyning	Almindelig virksomhed	Salg af varer	-1.4	0.0	0.0	0.0	0.0	0.0
Uddannelses- og Forskningsministeriet	Tværgående aktiviteter og udvikling	Tværgående bevillinger	Lokaleforsyning	Almindelig virksomhed	Husleje, leje af arealer,leasing	3.7	0.0	0.0	0.0	0.0	0.0
Uddannelses- og Forskningsministeriet	Tværgående aktiviteter og udvikling	Tværgående bevillinger	Lokaleforsyning	Almindelig virksomhed	Andre ordinære driftsomkostninger	0.5	0.0	0.0	0.0	0.0	0.0
Uddannelses- og Forskningsministeriet	Tværgående aktiviteter og udvikling	Tværgående bevillinger	Lokaleforsyning	Almindelig virksomhed	Tilskud til anden virks. og invest.tilskud	-0.0	0.0	0.0	0.0	0.0	0.0
Uddannelses- og Forskningsministeriet	Tværgående aktiviteter og udvikling	Udvikling af erhvervsrettede uddannelser og i	Forsøgs- og udviklingsarbejde m.v.	Praksisnær lederuddannelse	Tilskud til anden virks. og invest.tilskud	-0.8	0.0	0.0	0.0	0.0	0.0
Uddannelses- og Forskningsministeriet	Tværgående aktiviteter og udvikling	Udvikling af erhvervsrettede uddannelser og i	Forsøgs- og udviklingsarbejde m.v.	Tilskud til SVU-administratorer	Tilskud til anden virks. og invest.tilskud	1.0	1.0	1.0	0.9	0.9	0.9
Uddannelses- og Forskningsministeriet	Tværgående aktiviteter og udvikling	Udvikling af erhvervsrettede uddannelser og i	Forsøgs- og udviklingsarbejde m.v.	Udviklingsprogram	Andre ordinære driftsomkostninger	1.1	3.0	3.0	0.0	0.0	0.0
Uddannelses- og Forskningsministeriet	Tværgående aktiviteter og udvikling	Udvikling af erhvervsrettede uddannelser og i	Forsøgs- og udviklingsarbejde m.v.	Udviklingsprogram	Tilskud til anden virks. og invest.tilskud	7.8	-0.1	-0.1	0.0	0.0	0.0
Uddannelses- og Forskningsministeriet	Tværgående aktiviteter og udvikling	Udvikling af erhvervsrettede uddannelser og i	Forsøgs- og udviklingsarbejde m.v.	Udviklingsprojekter, efteruddannelse mv.	Andre ordinære driftsomkostninger	0.0	0.9	0.9	0.9	0.9	0.9
Uddannelses- og Forskningsministeriet	Tværgående aktiviteter og udvikling	Udvikling af erhvervsrettede uddannelser og i	Forsøgs- og udviklingsarbejde m.v.	Udviklingsprojekter, efteruddannelse mv.	Tilskud til anden virks. og invest.tilskud	2.8	7.2	7.3	7.3	7.3	7.3
Uddannelses- og Forskningsministeriet	Tværgående aktiviteter og udvikling	Udvikling af erhvervsrettede uddannelser og i	Lån til institutionsformål og tilskud til ins	Tilskud til institutionsudvikling	Tilskud til anden virks. og invest.tilskud	0.0	3.2	3.2	3.1	3.0	2.9
Uddannelses- og Forskningsministeriet	Tværgående aktiviteter og udvikling	Udvikling af erhvervsrettede uddannelser og i	Lån til institutionsformål og tilskud til ins	Lån og tilskud til institutionsformål	Andre ordinære driftsomkostninger	0.0	0.0	0.0	0.0	0.0	0.0
Uddannelses- og Forskningsministeriet	Tværgående aktiviteter og udvikling	Udvikling af erhvervsrettede uddannelser og i	Lån til institutionsformål og tilskud til ins	Lån og tilskud til institutionsformål	Tilskud til anden virks. og invest.tilskud	3.0	2.6	2.6	2.5	2.5	2.4
Uddannelses- og Forskningsministeriet	Tværgående aktiviteter og udvikling	Udvikling af erhvervsrettede uddannelser og i	Friplads og stipendier	Tilskud til fripladser og stipendier	Tilskud til personer	6.2	0.0	0.0	0.0	0.0	0.0
Uddannelses- og Forskningsministeriet	Tværgående aktiviteter og udvikling	Udvikling af erhvervsrettede uddannelser og i	Friplads og stipendier	Tilskud til fripladser og stipendier	Tilskud til anden virks. og invest.tilskud	9.3	15.2	15.1	14.8	14.5	14.5
Uddannelses- og Forskningsministeriet	Tværgående aktiviteter og udvikling	Udvikling af erhvervsrettede uddannelser og i	Forsøgs- og udviklingsarbejde	Videncenter i Jelling	Tilskud til anden virks. og invest.tilskud	10.0	9.9	9.8	0.0	0.0	0.0
Uddannelses- og Forskningsministeriet	Tværgående aktiviteter og udvikling	Udvikling af erhvervsrettede uddannelser og i	Forsøgs- og udviklingsarbejde	Udvikling af det maritime uddannelsessystem	Tilskud til anden virks. og invest.tilskud	0.0	0.6	0.6	0.6	0.6	0.6
Uddannelses- og Forskningsministeriet	Tværgående aktiviteter og udvikling	Udvikling af erhvervsrettede uddannelser og i	Forsøgs- og udviklingsarbejde	Studerende og studerendes råd	Tilskud til anden virks. og invest.tilskud	1.3	1.7	1.7	1.7	1.7	1.7
Uddannelses- og Forskningsministeriet	Tværgående aktiviteter og udvikling	Udvikling af erhvervsrettede uddannelser og i	Forsøgs- og udviklingsarbejde	Lægeerklæringer, handicaptillæg	Andre ordinære driftsomkostninger	7.1	6.0	7.9	7.7	7.6	7.6
Uddannelses- og Forskningsministeriet	Tværgående aktiviteter og udvikling	Udvikling af erhvervsrettede uddannelser og i	Forsøgs- og udviklingsarbejde	Lægeerklæringer, handicaptillæg	Tilskud til anden virks. og invest.tilskud	0.2	-0.1	0.0	0.0	0.0	0.0
Uddannelses- og Forskningsministeriet	Tværgående aktiviteter og udvikling	Udvikling af erhvervsrettede uddannelser og i	Forsøgs- og udviklingsarbejde	Statens selvforsikringsordning	Tilskud til anden virks. og invest.tilskud	0.3	3.3	3.3	3.2	3.1	3.0
Uddannelses- og Forskningsministeriet	Tværgående aktiviteter og udvikling	Udvikling af erhvervsrettede uddannelser og i	Forsøgs- og udviklingsarbejde	Udvikling mv.	Andre ordinære driftsomkostninger	1.0	0.7	0.7	0.7	0.7	0.7
Uddannelses- og Forskningsministeriet	Tværgående aktiviteter og udvikling	Udvikling af erhvervsrettede uddannelser og i	Forsøgs- og udviklingsarbejde	Udvikling mv.	Tilskud til anden virks. og invest.tilskud	42.4	9.7	9.7	9.8	9.7	9.8
Uddannelses- og Forskningsministeriet	Tværgående aktiviteter og udvikling	Internationale aktiviteter	Fonden for Entreprenørskab	Tilskud til Fonden for Entreprenørskab	Tilskud til anden virks. og invest.tilskud	9.9	15.3	0.0	0.0	0.0	0.0
Uddannelses- og Forskningsministeriet	Tværgående aktiviteter og udvikling	Internationale aktiviteter	Ph.d.-stipendier i udlandet (Firenze)	Ph.d. løn	Lønninger / personaleomkostninger	2.5	4.0	4.1	4.1	4.1	4.1
Uddannelses- og Forskningsministeriet	Tværgående aktiviteter og udvikling	Internationale aktiviteter	Ph.d.-stipendier i udlandet (Firenze)	Ph.d. løn	Fri egenkapital (budget. af årets resultat)	1.5	0.0	0.0	0.0	0.0	0.0
Uddannelses- og Forskningsministeriet	Tværgående aktiviteter og udvikling	Internationale aktiviteter	Internationalt samarbejde	Kulturaftalemidler	Tilskud til anden virks. og invest.tilskud	5.6	5.6	5.5	5.4	5.3	5.2
Uddannelses- og Forskningsministeriet	Tværgående aktiviteter og udvikling	Internationale aktiviteter	Internationalt samarbejde	Fulbright Kommissionen	Tilskud til anden virks. og invest.tilskud	2.7	2.6	2.6	2.6	2.5	2.5
Uddannelses- og Forskningsministeriet	Tværgående aktiviteter og udvikling	Internationale aktiviteter	Internationalt samarbejde	Lektoratsordningen	Lønninger / personaleomkostninger	0.2	0.0	0.0	0.0	0.0	0.0
Uddannelses- og Forskningsministeriet	Tværgående aktiviteter og udvikling	Internationale aktiviteter	Internationalt samarbejde	Lektoratsordningen	Andre ordinære driftsomkostninger	0.1	0.0	0.0	0.0	0.0	0.0
Uddannelses- og Forskningsministeriet	Tværgående aktiviteter og udvikling	Internationale aktiviteter	Internationalt samarbejde	Lektoratsordningen	Tilskud til anden virks. og invest.tilskud	7.6	9.4	9.3	9.1	8.9	8.7
Uddannelses- og Forskningsministeriet	Tværgående aktiviteter og udvikling	Internationale aktiviteter	Internationalt samarbejde	Det Danske Studenterhus i Paris	Tilskud til anden virks. og invest.tilskud	1.0	1.0	1.0	1.0	1.0	1.0
Uddannelses- og Forskningsministeriet	Tværgående aktiviteter og udvikling	Internationale aktiviteter	Internationalt samarbejde	Internationalt samarbejde	Andre ordinære driftsomkostninger	0.4	0.0	0.0	0.0	0.0	0.0
Uddannelses- og Forskningsministeriet	Tværgående aktiviteter og udvikling	Internationale aktiviteter	Internationalt samarbejde	Internationalt samarbejde	Tilskud til anden virks. og invest.tilskud	0.2	1.7	1.7	1.6	1.6	1.6
Uddannelses- og Forskningsministeriet	Tværgående aktiviteter og udvikling	Internationale aktiviteter	Det Europæiske Universitetsinstitut, Firenze	Det europæiske Universitetsinstitut, Firenze	Andre ordinære driftsomkostninger	0.1	0.1	0.1	0.1	0.1	0.1
Uddannelses- og Forskningsministeriet	Tværgående aktiviteter og udvikling	Internationale aktiviteter	Det Europæiske Universitetsinstitut, Firenze	Det europæiske Universitetsinstitut, Firenze	Overførselsudgifter til EU og øvrige udland	4.6	4.7	4.9	4.9	4.9	4.9
Uddannelses- og Forskningsministeriet	Tværgående aktiviteter og udvikling	Internationale aktiviteter	Tilskud til mindre institutioner	Det Danske Institut i Damaskus	Overførselsudgifter til EU og øvrige udland	1.9	2.2	2.2	2.2	2.1	2.1
Uddannelses- og Forskningsministeriet	Tværgående aktiviteter og udvikling	Internationale aktiviteter	Tilskud til mindre institutioner	Det Danske Institut i Athen	Overførselsudgifter til EU og øvrige udland	2.1	2.1	2.1	2.1	2.0	2.0
Uddannelses- og Forskningsministeriet	Tværgående aktiviteter og udvikling	Internationale aktiviteter	Tilskud til mindre institutioner	ECMI Europæisk Center for Mindretalsspørgsmål	Tilskud til anden virks. og invest.tilskud	3.3	4.0	4.0	3.9	3.8	3.8
Uddannelses- og Forskningsministeriet	Tværgående aktiviteter og udvikling	Internationale aktiviteter	Tilskud til mindre institutioner	Kommissionen, oldislandsk ordbog	Tilskud til anden virks. og invest.tilskud	4.4	4.5	4.4	4.3	4.2	4.2
Uddannelses- og Forskningsministeriet	Tværgående aktiviteter og udvikling	Internationale aktiviteter	Tilskud til mindre institutioner	Det Kongelige Danske Videnskabernes Selskab	Tilskud til anden virks. og invest.tilskud	2.3	2.7	2.7	2.7	2.6	2.6
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	De videregående kunstneriske uddannelser	Reserver og budgetreguleringer	Reserve kunstuddannelser øvrig drift	Andre ordinære driftsomkostninger	0.0	1.3	0.0	0.0	0.0	0.0
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	De videregående kunstneriske uddannelser	Reserver og budgetreguleringer	Reserve, kunstuddannelser	Lønninger / personaleomkostninger	0.0	2.9	0.0	0.0	0.0	0.0
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	De videregående kunstneriske uddannelser	Reserver og budgetreguleringer	regulering dimensionering øvrig drift	Andre ordinære driftsomkostninger	0.0	-0.7	0.0	0.0	0.0	0.0
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	De videregående kunstneriske uddannelser	Reserver og budgetreguleringer	regulering dimensionering kunst	Lønninger / personaleomkostninger	0.0	-0.9	0.0	0.0	0.0	0.0
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	De videregående kunstneriske uddannelser	Designskolen Kolding	Designskolen Kolding, driftstilskud	Tilskud til anden virks. og invest.tilskud	50.1	48.1	48.3	47.8	46.7	42.7
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	De videregående kunstneriske uddannelser	Det Kongelige Danske Kunstakademi	Andre tilskudsfinansierede aktiviteter	Salg af varer	-0.1	-0.5	0.0	0.0	0.0	0.0
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	De videregående kunstneriske uddannelser	Det Kongelige Danske Kunstakademi	Andre tilskudsfinansierede aktiviteter	Husleje, leje af arealer,leasing	0.1	0.0	0.0	0.0	0.0	0.0
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	De videregående kunstneriske uddannelser	Det Kongelige Danske Kunstakademi	Andre tilskudsfinansierede aktiviteter	Lønninger / personaleomkostninger	1.6	2.0	1.3	1.3	1.3	1.3
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	De videregående kunstneriske uddannelser	Det Kongelige Danske Kunstakademi	Andre tilskudsfinansierede aktiviteter	Andre ordinære driftsomkostninger	2.5	0.8	2.0	2.0	2.0	2.0
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	De videregående kunstneriske uddannelser	Det Kongelige Danske Kunstakademi	Andre tilskudsfinansierede aktiviteter	Interne statslige overførselsindtægter	-0.0	0.0	0.0	0.0	0.0	0.0
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	De videregående kunstneriske uddannelser	Det Kongelige Danske Kunstakademi	Andre tilskudsfinansierede aktiviteter	Øvrige overførselsindtægter	-4.1	-2.3	-3.3	-3.3	-3.3	-3.3
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	De videregående kunstneriske uddannelser	Det Kongelige Danske Kunstakademi	Andre tilskudsfinansierede aktiviteter	Interne statslige overførselsudgifter	0.0	0.0	0.0	0.0	0.0	0.0
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	De videregående kunstneriske uddannelser	Det Kongelige Danske Kunstakademi	Andre tilskudsfinansierede aktiviteter	Tilskud til personer	0.1	0.0	0.0	0.0	0.0	0.0
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	De videregående kunstneriske uddannelser	Det Kongelige Danske Kunstakademi	Tilskudsfinansieret forskningsvirksomhed	Salg af varer	-0.2	0.0	0.0	0.0	0.0	0.0
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	De videregående kunstneriske uddannelser	Det Kongelige Danske Kunstakademi	Tilskudsfinansieret forskningsvirksomhed	Husleje, leje af arealer,leasing	0.1	0.0	0.0	0.0	0.0	0.0
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	De videregående kunstneriske uddannelser	Det Kongelige Danske Kunstakademi	Tilskudsfinansieret forskningsvirksomhed	Lønninger / personaleomkostninger	5.8	8.9	4.7	4.7	4.7	4.7
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	De videregående kunstneriske uddannelser	Det Kongelige Danske Kunstakademi	Tilskudsfinansieret forskningsvirksomhed	Andre ordinære driftsomkostninger	4.3	6.8	6.2	6.2	6.2	6.2
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	De videregående kunstneriske uddannelser	Det Kongelige Danske Kunstakademi	Tilskudsfinansieret forskningsvirksomhed	Finansielle omkostninger	0.0	0.0	0.0	0.0	0.0	0.0
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	De videregående kunstneriske uddannelser	Det Kongelige Danske Kunstakademi	Tilskudsfinansieret forskningsvirksomhed	Overførselsindtægter fra EU	0.0	0.0	0.0	0.0	0.0	0.0
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	De videregående kunstneriske uddannelser	Det Kongelige Danske Kunstakademi	Tilskudsfinansieret forskningsvirksomhed	Interne statslige overførselsindtægter	0.1	0.0	0.0	0.0	0.0	0.0
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	De videregående kunstneriske uddannelser	Det Kongelige Danske Kunstakademi	Tilskudsfinansieret forskningsvirksomhed	Øvrige overførselsindtægter	-13.4	-15.7	-10.9	-10.9	-10.9	-10.9
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	De videregående kunstneriske uddannelser	Det Kongelige Danske Kunstakademi	Tilskudsfinansieret forskningsvirksomhed	Interne statslige overførselsudgifter	3.4	0.0	0.0	0.0	0.0	0.0
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	De videregående kunstneriske uddannelser	Det Kongelige Danske Kunstakademi	Indtægtsdækket virksomhed	Lønninger / personaleomkostninger	0.0	0.5	0.5	0.5	0.5	0.5
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	De videregående kunstneriske uddannelser	Det Kongelige Danske Kunstakademi	Indtægtsdækket virksomhed	Andre ordinære driftsomkostninger	0.0	0.5	0.5	0.5	0.5	0.5
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	De videregående kunstneriske uddannelser	Det Kongelige Danske Kunstakademi	Indtægtsdækket virksomhed	Øvrige overførselsindtægter	0.0	-1.0	-1.0	-1.0	-1.0	-1.0
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	De videregående kunstneriske uddannelser	Det Kongelige Danske Kunstakademi	Kunstneriske uddannelsers rektorer	Lønninger / personaleomkostninger	0.6	0.6	0.6	0.6	0.6	0.6
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	De videregående kunstneriske uddannelser	Det Kongelige Danske Kunstakademi	Kunstneriske uddannelsers rektorer	Andre ordinære driftsomkostninger	0.1	0.2	0.2	0.2	0.2	0.1
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	De videregående kunstneriske uddannelser	Det Kongelige Danske Kunstakademi	Kunstneriske uddannelsers rektorer	Interne statslige overførselsudgifter	0.1	0.0	0.0	0.0	0.0	0.0
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	De videregående kunstneriske uddannelser	Det Kongelige Danske Kunstakademi	Kunstneriske uddannelsers rektorer	Fri egenkapital (budget. af årets resultat)	0.1	0.0	0.0	0.0	0.0	0.0
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	De videregående kunstneriske uddannelser	Det Kongelige Danske Kunstakademi	Bibliotek	Salg af varer	-0.3	-0.2	-0.2	-0.2	-0.2	-0.2
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	De videregående kunstneriske uddannelser	Det Kongelige Danske Kunstakademi	Bibliotek	Husleje, leje af arealer,leasing	0.0	0.1	0.0	0.0	0.0	0.0
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	De videregående kunstneriske uddannelser	Det Kongelige Danske Kunstakademi	Bibliotek	Lønninger / personaleomkostninger	5.6	5.7	5.7	5.6	5.5	5.4
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	De videregående kunstneriske uddannelser	Det Kongelige Danske Kunstakademi	Bibliotek	Af- og nedskrivninger	0.0	0.2	0.0	0.0	0.0	0.0
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	De videregående kunstneriske uddannelser	Det Kongelige Danske Kunstakademi	Bibliotek	Andre ordinære driftsomkostninger	2.1	1.5	1.7	1.7	1.7	1.6
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	De videregående kunstneriske uddannelser	Det Kongelige Danske Kunstakademi	Bibliotek	Tilskud til personer	0.1	0.0	0.0	0.0	0.0	0.0
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	De videregående kunstneriske uddannelser	Det Kongelige Danske Kunstakademi	Bibliotek	Fri egenkapital (budget. af årets resultat)	-7.5	0.0	0.0	0.0	0.0	0.0
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	De videregående kunstneriske uddannelser	Det Kongelige Danske Kunstakademi	Almindelig virksomhed	Salg af varer	-11.5	-9.4	-12.7	-12.7	-12.7	-12.7
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	De videregående kunstneriske uddannelser	Det Kongelige Danske Kunstakademi	Almindelig virksomhed	Husleje, leje af arealer,leasing	48.8	49.4	48.8	48.2	46.3	45.7
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	De videregående kunstneriske uddannelser	Det Kongelige Danske Kunstakademi	Almindelig virksomhed	Lønninger / personaleomkostninger	149.6	156.1	156.3	150.9	145.5	134.8
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	De videregående kunstneriske uddannelser	Det Kongelige Danske Kunstakademi	Almindelig virksomhed	Af- og nedskrivninger	4.6	6.0	4.9	4.9	4.9	4.9
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	De videregående kunstneriske uddannelser	Det Kongelige Danske Kunstakademi	Almindelig virksomhed	Andre driftsindtægter	-0.4	0.0	0.0	0.0	0.0	0.0
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	De videregående kunstneriske uddannelser	Det Kongelige Danske Kunstakademi	Almindelig virksomhed	Andre ordinære driftsomkostninger	63.5	62.7	62.8	60.1	57.7	51.8
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	De videregående kunstneriske uddannelser	Det Kongelige Danske Kunstakademi	Almindelig virksomhed	Finansielle omkostninger	0.7	1.1	0.0	0.0	0.0	0.0
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	De videregående kunstneriske uddannelser	Det Kongelige Danske Kunstakademi	Almindelig virksomhed	Interne statslige overførselsindtægter	-3.7	0.0	0.0	0.0	0.0	0.0
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	De videregående kunstneriske uddannelser	Det Kongelige Danske Kunstakademi	Almindelig virksomhed	Øvrige overførselsindtægter	0.0	-1.4	0.0	0.0	0.0	0.0
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	De videregående kunstneriske uddannelser	Det Kongelige Danske Kunstakademi	Almindelig virksomhed	Interne statslige overførselsudgifter	0.1	0.0	0.0	0.0	0.0	0.0
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	De videregående kunstneriske uddannelser	Det Kongelige Danske Kunstakademi	Almindelig virksomhed	Tilskud til personer	0.1	0.0	0.0	0.0	0.0	0.0
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	De videregående kunstneriske uddannelser	Det Kongelige Danske Kunstakademi	Almindelig virksomhed	Fri egenkapital (budget. af årets resultat)	20.2	0.0	0.0	0.0	0.0	0.0
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	De videregående kunstneriske uddannelser	Arkitektskolen Aarhus	Andre tilskudsfinansierede aktiviteter	Salg af varer	-0.2	0.0	0.0	0.0	0.0	0.0
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	De videregående kunstneriske uddannelser	Arkitektskolen Aarhus	Andre tilskudsfinansierede aktiviteter	Lønninger / personaleomkostninger	0.9	3.0	3.0	3.0	3.0	3.0
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	De videregående kunstneriske uddannelser	Arkitektskolen Aarhus	Andre tilskudsfinansierede aktiviteter	Andre driftsindtægter	0.0	-5.0	-5.0	-5.0	-5.0	-5.0
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	De videregående kunstneriske uddannelser	Arkitektskolen Aarhus	Andre tilskudsfinansierede aktiviteter	Andre ordinære driftsomkostninger	0.5	2.0	2.0	2.0	2.0	2.0
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	De videregående kunstneriske uddannelser	Arkitektskolen Aarhus	Andre tilskudsfinansierede aktiviteter	Overførselsindtægter fra EU	-0.5	0.0	0.0	0.0	0.0	0.0
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	De videregående kunstneriske uddannelser	Arkitektskolen Aarhus	Andre tilskudsfinansierede aktiviteter	Øvrige overførselsindtægter	-1.2	0.0	0.0	0.0	0.0	0.0
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	De videregående kunstneriske uddannelser	Arkitektskolen Aarhus	Andre tilskudsfinansierede aktiviteter	Tilskud til personer	0.5	0.0	0.0	0.0	0.0	0.0
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	De videregående kunstneriske uddannelser	Arkitektskolen Aarhus	Tilskudsfinansieret forskningsvirksomhed	Salg af varer	-0.5	0.0	0.0	0.0	0.0	0.0
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	De videregående kunstneriske uddannelser	Arkitektskolen Aarhus	Tilskudsfinansieret forskningsvirksomhed	Husleje, leje af arealer,leasing	0.1	0.0	0.0	0.0	0.0	0.0
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	De videregående kunstneriske uddannelser	Arkitektskolen Aarhus	Tilskudsfinansieret forskningsvirksomhed	Lønninger / personaleomkostninger	2.2	3.0	3.0	3.0	3.0	3.0
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	De videregående kunstneriske uddannelser	Arkitektskolen Aarhus	Tilskudsfinansieret forskningsvirksomhed	Andre driftsindtægter	0.0	-5.0	0.0	0.0	0.0	0.0
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	De videregående kunstneriske uddannelser	Arkitektskolen Aarhus	Tilskudsfinansieret forskningsvirksomhed	Andre ordinære driftsomkostninger	3.2	2.0	3.0	3.0	3.0	3.0
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	De videregående kunstneriske uddannelser	Arkitektskolen Aarhus	Tilskudsfinansieret forskningsvirksomhed	Øvrige overførselsindtægter	-5.0	0.0	-6.0	-6.0	-6.0	-6.0
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	De videregående kunstneriske uddannelser	Arkitektskolen Aarhus	Indtægtsdækket virksomhed	Salg af varer	0.0	-0.6	-0.6	-0.6	-0.6	-0.6
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	De videregående kunstneriske uddannelser	Arkitektskolen Aarhus	Indtægtsdækket virksomhed	Lønninger / personaleomkostninger	0.0	0.3	0.2	0.2	0.2	0.2
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	De videregående kunstneriske uddannelser	Arkitektskolen Aarhus	Indtægtsdækket virksomhed	Andre ordinære driftsomkostninger	0.1	0.3	0.4	0.4	0.4	0.4
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	De videregående kunstneriske uddannelser	Arkitektskolen Aarhus	Indtægtsdækket virksomhed	Øvrige overførselsindtægter	-0.2	0.0	0.0	0.0	0.0	0.0
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	De videregående kunstneriske uddannelser	Arkitektskolen Aarhus	Indtægtsdækket virksomhed	Fri egenkapital (budget. af årets resultat)	0.1	0.0	0.0	0.0	0.0	0.0
Uddannelses- og Forskningsministeriet	Videregående uddannelser og forskning	De videregående kunstneriske uddannelser	Arkitektskolen Aarhus	Almindelig virksomhed	Salg af varer	-3.7	-3.0	-3.0	-3.0	-3.0	-3.0
